pais;area_carrera;nombre_carrera;genero;fecha_registro;universidad_limpia;edad_num;semestre_num;pert_curriculo_alineado_num;pert_promocion_digital_num;pert_preparacion_trabajos_futuros_num;pert_integracion_ia_asignaturas_num;pert_fomento_adaptabilidad_num;conf_seguridad_empleo_num;conf_perfil_competitivo_num;conf_habilidades_blandas_ventaja_num;conf_conocimiento_ia_oportunidad_num;eval_docente_capacitado_ia_num;eval_universidad_fomenta_innovacion_num;eval_universidad_recursos_adecuados_num;eval_recomendacion_general_num;rol_profesor_facilitador_num;rol_profesor_habilidades_humanas_num;rol_profesor_reemplazo_ia_num;comp_analisis_datos_num;comp_ciberseguridad_num;comp_programacion_num;comp_manejo_ia_num;comp_pensamiento_critico_num;comp_comunicacion_digital_num;comp_adaptabilidad_num;comp_creatividad_num;comp_colaboracion_num;conf_habilidades_tecnicas_imp_num;conf_habilidades_blandas_imp_num;conf_experiencia_practica_imp_num;conf_networking_imp_num;conf_titulo_imp_num;COMPETENCIAS_IA_Promedio;PERTINENCIA_LABORAL_Promedio;CONFIANZA_LABORAL_Promedio;IMPORTANCIA_FACTORES_Promedio;EVALUACIÓN_DOCENTE_Promedio;ROL_PROFESORADO_Promedio
Colombia;Ciencias Económicas y Administrativas;Contaduría pública;Femenino;2025-10-22T15:55:15;Envigado;31;8;5;3;2;2;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.5555555555555554;3.0;3.0;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Masculino;2025-10-22T15:58:53;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;5;5;5;3;5;;;;;4;5;4;5;5;4;1;4.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;5.0;5;5.0;5.0;5;3.7777777777777777;4.6;;5.0;4.5;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:01:50;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;4;2.888888888888889;4.0;;3.2;4.0;4.0
Colombia;Ciencias Económicas y Administrativas;Mercadeo;Femenino;2025-10-22T16:03:27;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;3;2;2;2;3;;;3.0;3.0;2;2;3;3;3;3;3;2.0;1.0;1.0;3.0;3.0;2.0;2.0;3.0;2.0;3.0;4;4.0;4.0;5;2.111111111111111;2.4;3.0;4.0;2.5;3.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T16:04:39;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;5;5;4;4;4;;;;;4;4;4;4;4;4;4;3.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;3;5.0;5.0;5;3.6666666666666665;4.4;;4.4;4.0;4.0
Ecuador;Ciencias de la Salud;BIOQUÍMICA Y FARMACIA;Masculino;2025-10-22T16:05:44;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);25;8;3;3;3;3;4;;3.0;3.0;;3;3;4;4;4;3;1;3.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;4.0;3.0;4;4.0;4.0;5;3.111111111111111;3.2;3.0;4.0;3.5;2.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Carrera de Finanzas;Femenino;2025-10-22T16:06:57;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;3;4;4;;;;;4;4;4;4;4;4;4;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;5;2.7777777777777777;3.8;;4.2;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:07:02;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;5;4;4;5;3.0;;;3.0;3;3;3;4;5;5;5;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;3;3.0;4.0;3;3.0;4.4;3.0;3.4;3.25;5.0
Ecuador;Ciencias de la Salud;Bioquímica  y farmacia;Femenino;2025-10-22T16:07:10;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;4;4;4;4;;;;;4;4;5;5;4;4;4;2.0;1.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0;3.0;3;4.0;4.0;5;2.6666666666666665;3.8;;3.8;4.5;4.0
Colombia;Ingeniería y Tecnología;Ing Informatica;Femenino;2025-10-22T16:07:12;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;4;4;2;3;2;3.0;3.0;3.0;;4;4;3;3;3;4;3;3.0;1.0;3.0;3.0;;4.0;4.0;4.0;4.0;5.0;5;4.0;5.0;3;3.25;3.0;3.0;4.4;3.5;3.3333333333333335
Ecuador;Ciencias de la Salud;bioquímica y farmacia;Masculino;2025-10-22T16:07:21;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);25;8;5;5;5;3;4;;;;;5;5;5;5;4;4;4;;1.0;1.0;;1.0;2.0;2.0;1.0;1.0;5.0;5;5.0;5.0;5;1.2857142857142858;4.4;;5.0;5.0;4.0
Colombia;Ingeniería y Tecnología;Ingenieria Informatica;Masculino;2025-10-22T16:07:52;Institucion Universitaria De Envigado;20;8;5;4;3;5;5;;3.0;;;4;3;3;3;3;3;3;3.0;1.0;3.0;4.0;3.0;4.0;3.0;4.0;2.0;4.0;4;4.0;4.0;2;3.0;4.4;3.0;3.6;3.25;3.0
Colombia;Ingeniería y Tecnología;Ingeniería Informática;Masculino;2025-10-22T16:07:57;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);38;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;3.0;2.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;4.0;;4.0;4.0;4.0
Colombia;Ingeniería y Tecnología;Ingeniería Informática;Masculino;2025-10-22T16:08:05;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);19;8;5;5;3;5;4;;;3.0;;5;4;3;4;4;4;2;3.0;1.0;4.0;4.0;3.0;4.0;4.0;3.0;3.0;4.0;5;3.0;5.0;3;3.2222222222222223;4.4;3.0;4.0;4.0;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T16:08:23;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);25;8;4;4;2;2;3;;;;;4;2;2;2;4;4;4;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;4.0;4;4.0;4.0;4;2.7777777777777777;3.0;;4.0;2.5;4.0
Colombia;Ingeniería y Tecnología;Ingeniería informática;Masculino;2025-10-22T16:09:25;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;4;4;3;4;4;;;;;4;4;4;4;4;4;4;3.0;4.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4;3.0;3.0;5;3.6666666666666665;3.8;;3.8;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:10:26;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;2.7777777777777777;4.0;;4.0;4.0;4.0
Colombia;Ciencias Económicas y Administrativas;CONTADURIA PÚBLICA;Masculino;2025-10-22T16:10:31;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);29;8;2;2;2;2;2;;;;;2;2;2;2;3;4;4;3.0;1.0;1.0;2.0;4.0;4.0;3.0;3.0;3.0;2.0;2;2.0;3.0;4;2.6666666666666665;2.0;;2.6;2.0;3.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T16:10:45;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;5;3;5;5;;;;;4;4;5;4;5;4;2;3.0;3.0;3.0;;4.0;;4.0;4.0;4.0;4.0;4;5.0;5.0;5;3.5714285714285716;4.2;;4.6;4.25;3.6666666666666665
Colombia;Ciencias Económicas y Administrativas;Contaduría Pública;Femenino;2025-10-22T16:11:28;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);20;8;2;2;2;2;4;;;3.0;;2;2;2;2;3;4;4;3.0;2.0;1.0;3.0;3.0;3.0;4.0;4.0;2.0;5.0;5;4.0;5.0;3;2.7777777777777777;2.4;3.0;4.4;2.0;3.6666666666666665
Colombia;Ingeniería y Tecnología;Ingeniería informática;Masculino;2025-10-22T16:11:49;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);18;8;3;4;3;2;4;;3.0;;;4;4;3;4;4;3;1;1.0;1.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;3.0;4;2.4444444444444446;3.2;3.0;3.8;3.75;2.6666666666666665
Colombia;Ingeniería y Tecnología;Ingeniería Informática;Masculino;2025-10-22T16:11:56;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);22;8;5;5;5;3;5;;;;;5;5;5;5;5;5;5;4.0;3.0;4.0;4.0;;;;;;5.0;5;4.0;5.0;3;3.75;4.6;;4.4;5.0;5.0
Ecuador;Ciencias Económicas y Administrativas;Marketing;Femenino;2025-10-22T16:12:01;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;2;2;5;2;5;;;;;5;5;5;5;5;5;5;3.0;2.0;3.0;3.0;4.0;4.0;4.0;4.0;3.0;5.0;5;5.0;5.0;5;3.3333333333333335;3.2;;5.0;5.0;5.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:12:04;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;4;4;4;4;1;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;3.0;3.0;4.0;4.0;3.0;3.0;4.0;4.0;4.0;3;3.0;3.0;4;3.4444444444444446;3.4;3.0;3.4;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:12:10;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);27;8;3;3;4;4;4;;;;;4;4;4;4;4;4;4;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;3.6;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T16:12:12;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;3;3;5;;;;;4;3;3;4;4;3;4;4.0;3.0;2.0;3.0;;4.0;;4.0;4.0;4.0;5;5.0;5.0;4;3.4285714285714284;3.8;;4.6;3.5;3.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;No binario;2025-10-22T16:12:22;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;5;5;5;5;5;;;;;5;5;5;5;5;5;5;;;;;;;;;;5.0;5;5.0;5.0;5;;5.0;;5.0;5.0;5.0
Ecuador;Ciencias Económicas y Administrativas;Carrera de Finanzas;Femenino;2025-10-22T16:12:40;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);24;8;3;4;4;4;4;3.0;;;;4;4;3;4;4;4;4;2.0;2.0;2.0;3.0;3.0;3.0;2.0;3.0;2.0;3.0;4;5.0;4.0;5;2.4444444444444446;3.8;3.0;4.2;3.75;4.0
Colombia;Ingeniería y Tecnología;Ingeniería informática;Femenino;2025-10-22T16:12:48;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);21;8;4;4;3;2;4;;;;;3;4;4;4;4;2;1;1.0;1.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;2.4444444444444446;3.4;;4.0;3.75;2.3333333333333335
Colombia;Ciencias Económicas y Administrativas;Contaduría pública;Femenino;2025-10-22T16:13:05;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);23;10;2;3;2;2;2;;;3.0;;3;4;4;3;3;4;1;3.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;5.0;5;3.0;5.0;3;2.6666666666666665;2.2;3.0;4.2;3.5;2.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:13:33;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);25;8;5;5;4;3;4;;;;;4;4;4;5;4;4;4;4.0;3.0;3.0;3.0;4.0;3.0;4.0;4.0;3.0;5.0;5;5.0;5.0;4;3.4444444444444446;4.2;;4.8;4.25;4.0
Ecuador;Ciencias Sociales y Humanidades;Finanzas;Femenino;2025-10-22T16:13:38;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;4;4;3;4;4;3.0;3.0;;;4;5;4;4;5;3;2;4.0;1.0;1.0;4.0;4.0;4.0;4.0;2.0;1.0;4.0;5;5.0;5.0;5;2.7777777777777777;3.8;3.0;4.8;4.25;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T16:13:52;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;5;5;3;3;4;;;;;4;4;4;4;4;3;2;4.0;2.0;1.0;2.0;4.0;4.0;4.0;4.0;4.0;5.0;5;5.0;5.0;5;3.2222222222222223;4.0;;5.0;4.0;3.0
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Masculino;2025-10-22T16:14:10;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;4;4;4;;;;;3;4;4;4;4;4;2;3.0;3.0;3.0;3.0;4.0;3.0;4.0;4.0;4.0;4.0;4;4.0;4.0;4;3.4444444444444446;4.0;;4.0;3.75;3.3333333333333335
Colombia;Ingeniería y Tecnología;Ing Informática;Masculino;2025-10-22T16:14:50;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);18;8;4;5;3;2;4;;3.0;;;4;4;4;4;5;2;5;4.0;4.0;4.0;4.0;4.0;4.0;4.0;;3.0;4.0;4;2.0;4.0;5;3.875;3.6;3.0;3.8;4.0;4.0
Ecuador;Otro;Finanzas;Femenino;2025-10-22T16:14:52;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;4;4;4;3.0;3.0;;;4;4;4;4;5;4;3;3.0;2.0;2.0;3.0;3.0;3.0;4.0;3.0;3.0;4.0;4;4.0;4.0;4;2.888888888888889;4.0;3.0;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:15:03;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;3;2;4;;;;;3;4;5;5;4;3;4;3.0;2.0;2.0;4.0;2.0;2.0;3.0;3.0;3.0;5.0;5;5.0;5.0;5;2.6666666666666665;3.4;;5.0;4.25;3.6666666666666665
Colombia;Ciencias Económicas y Administrativas;Contaduría Pública;Femenino;2025-10-22T16:16:56;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);32;9;4;2;2;2;3;;;3.0;3.0;2;3;2;3;4;3;1;3.0;3.0;1.0;2.0;3.0;3.0;3.0;2.0;4.0;3.0;4;5.0;4.0;5;2.6666666666666665;2.6;3.0;4.2;2.5;2.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Marketing;Masculino;2025-10-22T16:23:38;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;5;5;5;5;5;;;;;5;5;5;5;5;5;3;4.0;4.0;4.0;;4.0;4.0;4.0;4.0;4.0;5.0;5;5.0;5.0;5;4.0;5.0;;5.0;5.0;4.333333333333333
Ecuador;Ciencias de la Salud;BIOQUÍMICA Y FARMACIA;Femenino;2025-10-22T16:26:06;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;4;4;4;4;3.0;3.0;3.0;3.0;4;4;4;4;4;4;4;2.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.888888888888889;3.8;3.0;3.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T16:26:28;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;3;3;2;4;4;;;;;2;2;3;3;4;4;3;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;4.0;3.0;4;5.0;4.0;4;2.888888888888889;3.2;;4.0;2.5;3.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:26:43;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;5;3;4;4;3.0;;;;3;4;4;5;5;5;3;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3;3.0;3.0;5;2.2222222222222223;4.0;3.0;3.2;4.0;4.333333333333333
Ecuador;Ciencias de la Salud;BIOQUÍMICA Y FARMACIA;Femenino;2025-10-22T16:28:04;Escuela Superior Politénica De Chimnorazo;22;8;4;4;4;4;4;3.0;3.0;3.0;3.0;3;3;3;4;3;3;4;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.888888888888889;4.0;3.0;3.0;3.25;3.3333333333333335
Ecuador;Ciencias de la Salud;BIOQUÍMICA Y FARMACIA;Masculino;2025-10-22T16:29:19;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;1.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.4444444444444446;3.2;3.0;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Masculino;2025-10-22T16:29:28;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;3;3;3;3;3;;;;;3;3;3;3;3;3;3;4.0;1.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;2.0;2;2.0;2.0;2;2.111111111111111;3.0;;2.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;FINANZAS;Femenino;2025-10-22T16:29:48;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;2;3;4;4;4;3.0;;;;4;3;4;4;4;4;4;2.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;5.0;4;4.0;5.0;3;2.4444444444444446;3.4;3.0;4.2;3.75;4.0
Ecuador;Otro;Finanzas;Femenino;2025-10-22T16:32:56;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;3.0;4.0;4.0;4.0;4.0;4.0;3.0;4.0;3.0;4.0;4;4.0;4.0;4;3.6666666666666665;4.0;;4.0;4.0;4.0
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Femenino;2025-10-22T16:49:32;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;4;4;4;4;4;;;;;4;4;4;4;4;4;2;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;5.0;4.0;5;2.6666666666666665;4.0;;4.4;4.0;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:56:51;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);21;8;3;4;3;2;3;;;3.0;;2;1;3;3;3;4;3;3.0;3.0;1.0;3.0;3.0;3.0;3.0;3.0;3.0;5.0;5;5.0;5.0;5;2.7777777777777777;3.0;3.0;5.0;2.25;3.3333333333333335
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T16:58:21;Escuela Superior Politecnica De Chimborazo;27;8;3;4;4;3;4;;;;;4;4;4;4;4;4;4;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;3.6;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T16:59:53;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;5;5;5;5;5;;;;;5;5;5;5;5;5;5;;;;;;;;;;5.0;5;5.0;5.0;5;;5.0;;5.0;5.0;5.0
Colombia;Ciencias Económicas y Administrativas;Pregrado en Contaduría Pública;Femenino;2025-10-22T17:01:45;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);23;8;2;3;2;3;3;3.0;3.0;3.0;;4;4;3;3;4;4;2;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;5.0;5;3.0;5.0;5;2.888888888888889;2.6;3.0;4.6;3.5;3.3333333333333335
Ecuador;Ciencias de la Salud;Bioquímica  y Farmacia;Femenino;2025-10-22T17:02:02;Escuela Superior Politécnica  De Chimborazo;23;8;4;4;1;4;4;;;;;3;4;4;4;4;2;2;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;3.0;3.0;4;2.6666666666666665;3.4;;3.6;3.75;2.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T17:10:58;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;3;2;2;3;;;;3.0;1;2;3;2;4;4;3;2.0;1.0;1.0;4.0;3.0;2.0;3.0;2.0;1.0;2.0;4;3.0;4.0;5;2.111111111111111;2.6;3.0;3.6;2.0;3.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T17:12:25;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;4;4;4;4;4;;;;;4;4;4;4;4;4;4;4.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0;4;4.0;4.0;4;3.6666666666666665;4.0;;4.0;4.0;4.0
Ecuador;Ciencias Económicas y Administrativas;Marketing;Masculino;2025-10-22T17:18:45;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);20;8;5;4;3;4;4;;;;;4;4;4;5;4;3;5;2.0;1.0;2.0;3.0;4.0;4.0;;4.0;4.0;3.0;4;4.0;3.0;4;3.0;4.0;;3.6;4.25;4.0
Colombia;Otro;Contaduría Pública;Femenino;2025-10-22T17:27:10;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);43;9;3;4;3;3;3;;;;;2;2;4;3;2;2;2;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;4.0;4;2.0;4.0;5;2.3333333333333335;3.2;;3.8;2.75;2.0
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Femenino;2025-10-22T17:30:40;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);22;8;5;5;5;5;5;;;;;5;5;5;5;5;4;4;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;4.0;5.0;5;5.0;5.0;5;3.0;5.0;;5.0;5.0;4.333333333333333
Ecuador;Ciencias de la Salud;Bioquímica y Farmacia;Femenino;2025-10-22T17:35:15;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);26;8;4;4;3;4;4;;;;;4;5;4;4;4;3;1;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;5.0;5;5.0;5.0;5;2.6666666666666665;3.8;;5.0;4.25;2.6666666666666665
Ecuador;Ciencias Económicas y Administrativas;Finanzas;Masculino;2025-10-22T17:37:59;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);20;8;5;5;5;5;5;;;;;5;5;5;5;5;5;5;;;;;;;;;;5.0;5;5.0;5.0;5;;5.0;;5.0;5.0;5.0
Ecuador;Ingeniería y Tecnología;Tecnologías de la información;Masculino;2025-10-22T17:44:16;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);19;8;4;4;2;4;4;;;;;3;3;3;4;4;4;4;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4;4.0;4.0;4;1.8888888888888888;3.6;;4.0;3.25;4.0
Ecuador;Ingeniería y Tecnología;TECNOLOGIAS DE LA INFORMACION Y COMUNICACION;Masculino;2025-10-22T17:45:04;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);19;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;3.0;1.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.4444444444444446;3.0;3.0;3.0;3.0;3.0
Ecuador;Ingeniería y Tecnología;Tecnologías de la información;Femenino;2025-10-22T17:45:52;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);17;8;3;3;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;2.0;1.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;3.0;3;3.0;3.0;3;1.8888888888888888;3.0;3.0;3.0;3.0;3.0
Ecuador;Ingeniería y Tecnología;Tecnologías de la información;Femenino;2025-10-22T17:46:02;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);18;8;4;5;4;4;4;;;;3.0;3;3;3;3;3;3;3;3.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3;3.0;3.0;3;2.7777777777777777;4.2;3.0;3.0;3.0;3.0
Ecuador;Ingeniería y Tecnología;Tecnologías de la información y comunicación;Femenino;2025-10-22T17:46:11;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);18;8;3;4;3;3;3;3.0;3.0;3.0;3.0;3;3;3;3;3;3;3;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;3.0;3;3.0;3.0;3;1.4444444444444444;3.2;3.0;3.0;3.0;3.0
Ecuador;Ciencias Económicas y Administrativas;CARRERA FINANZAS;Femenino;2025-10-22T17:47:14;ESCUELA SUPERIOR POLITÉCNICA DE CHIMBORAZO (ESPOCH);23;8;3;3;3;4;4;;;;;4;4;4;4;4;4;4;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4;4.0;4.0;4;3.0;3.4;;4.0;4.0;4.0
Colombia;Ciencias Económicas y Administrativas;Contaduría Publica;Femenino;2025-10-22T17:51:27;INSTITUCIÓN UNIVERSITARIA DE ENVIGADO (IUE);24;9;2;2;1;2;3;3.0;3.0;3.0;;2;2;3;2;4;4;2;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;5.0;5;3.0;3.0;2;1.5555555555555556;2.0;3.0;3.6;2.25;3.3333333333333335
